id,category_id,name,blueprint_path,
0022,dino,Aberrant Gigantopithecus,/Game/PrimalEarth/Dinos/Bigfoot/Bigfoot_Character_BP_Aberrant.Bigfoot_Character_BP_Aberrant,
0023,dino,Carnotaurus,/Game/PrimalEarth/Dinos/Carno/Carno_Character_BP.Carno_Character_BP,
0024,dino,Skeletal Quetzal,/Game/PrimalEarth/Dinos/Quetzalcoatlus/Bone_Quetz_Character_BP.Bone_Quetz_Character_BP,
0025,dino,Aberrant Sabertooth Salmon,/Game/PrimalEarth/Dinos/Salmon/Salmon_Character_Aberrant.Salmon_Character_Aberrant,
0026,dino,Mammoth,/Game/PrimalEarth/Dinos/Mammoth/Mammoth_Character_BP.Mammoth_Character_BP,
0027,dino,Equus,/Game/PrimalEarth/Dinos/Equus/Equus_Character_BP.Equus_Character_BP,
0028,dino,Aberrant Baryonyx,/Game/PrimalEarth/Dinos/Baryonyx/Baryonyx_Character_BP_Aberrant.Baryonyx_Character_BP_Aberrant,
0029,dino,Brontosaurus,/Game/PrimalEarth/Dinos/Sauropod/Sauropod_Character_BP.Sauropod_Character_BP,
0030,dino,Armadoggo,/Game/Packs/Wasteland/Dinos/Doggo/Doggo_Character_BP.Doggo_Character_BP,
0031,dino,Tek Raptor,/Game/PrimalEarth/Dinos/Raptor/BionicRaptor_Character_BP.BionicRaptor_Character_BP,
0032,dino,Megalania,/Game/PrimalEarth/Dinos/Megalania/Megalania_Character_BP.Megalania_Character_BP,
0033,dino,Electrophorus,/Game/PrimalEarth/Dinos/Eel/Eel_Character_BP.Eel_Character_BP,
0034,dino,Skeletal Trike,/Game/PrimalEarth/Dinos/Trike/Bone_Trike_Character_BP.Bone_Trike_Character_BP,
0035,dino,Manticore (Gamma),/Game/ScorchedEarth/Dinos/Manticore/Manticore_Character_BP_Easy.Manticore_Character_BP_Easy,
0036,dino,Alpha Carnotaurus,/Game/PrimalEarth/Dinos/Carno/MegaCarno_Character_BP.MegaCarno_Character_BP,
0037,dino,Managarmr,/Game/Extinction/Dinos/IceJumper/IceJumper_Character_BP.IceJumper_Character_BP,
0038,dino,Araneo,/Game/PrimalEarth/Dinos/Spider-Small/SpiderS_Character_BP.SpiderS_Character_BP,
0039,dino,Dung Beetle,/Game/PrimalEarth/Dinos/DungBeetle/DungBeetle_Character_BP.DungBeetle_Character_BP,
0040,dino,Megatherium,/Game/PrimalEarth/Dinos/Megatherium/Megatherium_Character_BP.Megatherium_Character_BP,
0041,dino,Zomdodo,/Game/PrimalEarth/Dinos/Dodo/ZombieDodo_Character_BP.ZombieDodo_Character_BP,
0042,dino,Aberrant Doedicurus,/Game/PrimalEarth/Dinos/Doedicurus/Doed_Character_BP_Aberrant.Doed_Character_BP_Aberrant,
0043,dino,Glowtail,/Game/Aberration/Dinos/LanternLizard/LanternLizard_Character_BP.LanternLizard_Character_BP,
0044,dino,Bunny Oviraptor,/Game/PrimalEarth/Dinos/Oviraptor/BunnyOviraptor_Character_BP.BunnyOviraptor_Character_BP,
0045,dino,Dreadnoughtus,/Game/ASA/Dinos/Dreadnoughtus/Dreadnoughtus_Character_BP.Dreadnoughtus_Character_BP,
0046,dino,Amargasaurus,/Game/LostIsland/Dinos/Amargasaurus/Amargasaurus_Character_BP.Amargasaurus_Character_BP,
0047,dino,Beta King Titan,/Game/Extinction/Dinos/KingKaiju/KingKaiju_Character_BP_Beta.KingKaiju_Character_BP_Beta,
0048,dino,Dragon (Alpha),/Game/PrimalEarth/Dinos/Dragon/Dragon_Character_BP_Boss_Hard.Dragon_Character_BP_Boss_Hard,
0049,dino,Dire Bear,/Game/PrimalEarth/Dinos/Direbear/Direbear_Character_BP.Direbear_Character_BP,
0050,dino,Pachyrhinosaurus,/Game/PrimalEarth/Dinos/Pachyrhinosaurus/Pachyrhino_Character_BP.Pachyrhino_Character_BP,
0051,dino,Glowbug,/Game/Aberration/Dinos/Lightbug/Lightbug_Character_BaseBP.Lightbug_Character_BaseBP,
0052,dino,Rex Ghost,/Game/PrimalEarth/Dinos/Rex/Ghost_Rex_Character_BP.Ghost_Rex_Character_BP,
0053,dino,Leech,/Game/PrimalEarth/Dinos/Leech/Leech_Character.Leech_Character,
0054,dino,Deinonychus,/Game/PrimalEarth/Dinos/Raptor/Uberraptor/Deinonychus_Character_BP.Deinonychus_Character_BP,
0055,dino,Aberrant Coelacanth,/Game/PrimalEarth/Dinos/Coelacanth/Coel_Character_BP_Aberrant.Coel_Character_BP_Aberrant,
0056,dino,Anglerfish,/Game/PrimalEarth/Dinos/Anglerfish/Angler_Character_BP.Angler_Character_BP,
0057,dino,Kentrosaurus,/Game/PrimalEarth/Dinos/Kentrosaurus/Kentro_Character_BP.Kentro_Character_BP,
0058,dino,Raptor,/Game/PrimalEarth/Dinos/Raptor/Raptor_Character_BP.Raptor_Character_BP,
0059,dino,Corrupted Paraceratherium,/Game/Extinction/Dinos/Corrupt/Paraceratherium/Paracer_Character_BP_Corrupt.Paracer_Character_BP_Corrupt,
0060,dino,Broodmother Lysrix (Alpha),/Game/PrimalEarth/Dinos/Spider-Large/SpiderL_Character_BP_Hard.SpiderL_Character_BP_Hard,
0061,dino,Megapithecus (Alpha),/Game/PrimalEarth/Dinos/Gorilla/Gorilla_Character_BP_Hard.Gorilla_Character_BP_Hard,
0062,dino,Dragon (Alpha) (Ragnarok),/Game/Mods/Ragnarok/Custom_Assets/Bosses/Dragon_Character_BP_Boss_Hard_Ragnarok.Dragon_Character_BP_Boss_Hard_Ragnarok,
0063,dino,Allosaurus,/Game/PrimalEarth/Dinos/Allosaurus/Allo_Character_BP.Allo_Character_BP,
0064,dino,Tek Rex,/Game/PrimalEarth/Dinos/Rex/BionicRex_Character_BP.BionicRex_Character_BP,
0065,dino,Ovis,/Game/PrimalEarth/Dinos/Sheep/Sheep_Character_BP.Sheep_Character_BP,
0066,dino,Mega Mek,/Game/Extinction/Dinos/Mek/MegaMek_Character_BP.MegaMek_Character_BP,
0067,dino,Dragon (Beta) (Ragnarok),/Game/Mods/Ragnarok/Custom_Assets/Bosses/Dragon_Character_BP_Boss_Medium_Ragnarok.Dragon_Character_BP_Boss_Medium_Ragnarok,
0068,dino,Aberrant Achatina,/Game/PrimalEarth/Dinos/Achatina/Achatina_Character_BP_Aberrant.Achatina_Character_BP_Aberrant,
0069,dino,Corrupted Stegosaurus,/Game/Extinction/Dinos/Corrupt/Stego/Stego_Character_BP_Corrupt.Stego_Character_BP_Corrupt,
0070,dino,Aberrant Anglerfish,/Game/PrimalEarth/Dinos/Anglerfish/Angler_Character_BP_Aberrant.Angler_Character_BP_Aberrant,
0071,dino,Dodo,/Game/PrimalEarth/Dinos/Dodo/Dodo_Character_BP.Dodo_Character_BP,
0072,dino,Megapithecus,/Game/PrimalEarth/Dinos/Gorilla/Gorilla_Character_BP.Gorilla_Character_BP,
0073,dino,Rex,/Game/PrimalEarth/Dinos/Rex/Rex_Character_BP.Rex_Character_BP,
0074,dino,Phoenix,/Game/ScorchedEarth/Dinos/Phoenix/Phoenix_Character_BP.Phoenix_Character_BP,
0075,dino,Griffin,/Game/PrimalEarth/Dinos/Griffin/Griffin_Character_BP.Griffin_Character_BP,
0076,dino,Forest Titan,/Game/Extinction/Dinos/ForestKaiju/ForestKaiju_Character_BP.ForestKaiju_Character_BP,
0077,dino,Mantis,/Game/ScorchedEarth/Dinos/Mantis/Mantis_Character_BP.Mantis_Character_BP,
0078,dino,Rockwell Tentacle (Beta),/Game/Aberration/Boss/RockwellTentacle/RockwellTentacle_Character_BP_Beta.RockwellTentacle_Character_BP_Beta,
0079,dino,Roll Rat,/Game/Aberration/Dinos/MoleRat/MoleRat_Character_BP.MoleRat_Character_BP,
0080,dino,Terror Bird,/Game/PrimalEarth/Dinos/TerrorBird/TerrorBird_Character_BP.TerrorBird_Character_BP,
0081,dino,Aberrant Carbonemys,/Game/PrimalEarth/Dinos/Turtle/Turtle_Character_BP_Aberrant.Turtle_Character_BP_Aberrant,
0082,dino,Alpha Rex,/Game/PrimalEarth/Dinos/Rex/MegaRex_Character_BP.MegaRex_Character_BP,
0083,dino,Scout,/Game/Extinction/Dinos/Scout/Scout_Character_BP.Scout_Character_BP,
0084,dino,Direwolf Ghost,/Game/PrimalEarth/Dinos/Direwolf/Ghost_Direwolf_Character_BP.Ghost_Direwolf_Character_BP,
0085,dino,Corrupted Arthropluera,/Game/Extinction/Dinos/Corrupt/Arthropluera/Arthro_Character_BP_Corrupt.Arthro_Character_BP_Corrupt,
0086,dino,Snow Owl,/Game/Extinction/Dinos/Owl/Owl_Character_BP.Owl_Character_BP,
0087,dino,Cnidaria,/Game/PrimalEarth/Dinos/Cnidaria/Cnidaria_Character_BP.Cnidaria_Character_BP,
0088,dino,Thorny Dragon,/Game/ScorchedEarth/Dinos/SpineyLizard/SpineyLizard_Character_BP.SpineyLizard_Character_BP,
0089,dino,Aberrant Equus,/Game/PrimalEarth/Dinos/Equus/Equus_Character_BP_Aberrant.Equus_Character_BP_Aberrant,
0090,dino,Dodo Wyvern,/Game/ScorchedEarth/Dinos/DodoWyvern/DodoWyvern_Character_BP.DodoWyvern_Character_BP,
0091,dino,Beelzebufo,/Game/PrimalEarth/Dinos/Toad/Toad_Character_BP.Toad_Character_BP,
0092,dino,Pyromane,/Game/ASA/Dinos/FireLion/FireLion_Character_BP.FireLion_Character_BP,
0093,dino,Aberrant Pulmonoscorpius,/Game/PrimalEarth/Dinos/Scorpion/Scorpion_Character_BP_Aberrant.Scorpion_Character_BP_Aberrant,
0094,dino,Megapithecus (Gamma) (The Center),/Game/PrimalEarth/Dinos/Gorilla/Gorilla_Character_BP_TheCenter.Gorilla_Character_BP_TheCenter,
0095,dino,Giant Bee,/Game/PrimalEarth/Dinos/Bee/Bee_Character_BP.Bee_Character_BP,
0096,dino,Aberrant Electrophorus,/Game/PrimalEarth/Dinos/Eel/Eel_Character_BP_Aberrant.Eel_Character_BP_Aberrant,
0097,dino,Bunny Dodo,/Game/PrimalEarth/Dinos/Dodo/Dodo_Character_BP_Bunny.Dodo_Character_BP_Bunny,
0098,dino,Megalosaurus,/Game/PrimalEarth/Dinos/Megalosaurus/Megalosaurus_Character_BP.Megalosaurus_Character_BP,
0099,dino,Argentavis,/Game/PrimalEarth/Dinos/Argentavis/Argent_Character_BP.Argent_Character_BP,
0100,dino,Purlovia,/Game/PrimalEarth/Dinos/Purlovia/Purlovia_Character_BP.Purlovia_Character_BP,
0101,dino,Ravager,/Game/Aberration/Dinos/CaveWolf/CaveWolf_Character_BP.CaveWolf_Character_BP,
0102,dino,Poison Wyvern,/Game/ScorchedEarth/Dinos/Wyvern/Wyvern_Character_BP_Poison.Wyvern_Character_BP_Poison,
0103,dino,Snow Owl Ghost,/Game/Extinction/Dinos/Owl/Ghost_Owl_Character_BP.Ghost_Owl_Character_BP,
0104,dino,Doedicurus,/Game/PrimalEarth/Dinos/Doedicurus/Doed_Character_BP.Doed_Character_BP,
0105,dino,Titanosaur,/Game/PrimalEarth/Dinos/titanosaur/Titanosaur_Character_BP.Titanosaur_Character_BP,
0106,dino,Pachy,/Game/PrimalEarth/Dinos/Pachy/Pachy_Character_BP.Pachy_Character_BP,
0107,dino,Enraged Triceratops,/Game/Extinction/Dinos/Corrupt/Trike/MegaTrike_Character_BP_Corrupt.MegaTrike_Character_BP_Corrupt,
0108,dino,Corrupted Triceratops,/Game/Extinction/Dinos/Corrupt/Trike/Trike_Character_BP_Corrupt.Trike_Character_BP_Corrupt,
0109,dino,Broodmother Lysrix (Gamma) (The Center),/Game/PrimalEarth/Dinos/Spider-Large/SpiderL_Character_BP_TheCenter.SpiderL_Character_BP_TheCenter,
0110,dino,Baryonyx,/Game/PrimalEarth/Dinos/Baryonyx/Baryonyx_Character_BP.Baryonyx_Character_BP,
0111,dino,Velonasaur,/Game/Extinction/Dinos/Spindles/Spindles_Character_BP.Spindles_Character_BP,
0112,dino,Aberrant Dire Bear,/Game/PrimalEarth/Dinos/Direbear/Direbear_Character_BP_Aberrant.Direbear_Character_BP_Aberrant,
0113,dino,Rock Elemental,/Game/ScorchedEarth/Dinos/RockGolem/RockGolem_Character_BP.RockGolem_Character_BP,
0114,dino,Manticore (Alpha),/Game/ScorchedEarth/Dinos/Manticore/Manticore_Character_BP_Hard.Manticore_Character_BP_Hard,
0115,dino,Aberrant Moschops,/Game/PrimalEarth/Dinos/Moschops/Moschops_Character_BP_Aberrant.Moschops_Character_BP_Aberrant,
0116,dino,Dragon (Beta),/Game/PrimalEarth/Dinos/Dragon/Dragon_Character_BP_Boss_Medium.Dragon_Character_BP_Boss_Medium,
0117,dino,Gasbags,/Game/Extinction/Dinos/GasBag/GasBags_Character_BP.GasBags_Character_BP,
0118,dino,Rockwell (Gamma),/Game/Aberration/Boss/Rockwell/Rockwell_Character_BP_Easy.Rockwell_Character_BP_Easy,
0119,dino,Broodmother Lysrix (Beta),/Game/PrimalEarth/Dinos/Spider-Large/SpiderL_Character_BP_Medium.SpiderL_Character_BP_Medium,
0120,dino,Achatina,/Game/PrimalEarth/Dinos/Achatina/Achatina_Character_BP.Achatina_Character_BP,
0121,dino,Sabertooth,/Game/PrimalEarth/Dinos/Saber/Saber_Character_BP.Saber_Character_BP,
0122,dino,Direwolf,/Game/PrimalEarth/Dinos/Direwolf/Direwolf_Character_BP.Direwolf_Character_BP,
0123,dino,Jug Bug,/Game/ScorchedEarth/Dinos/Jugbug/JugBug_Character_BaseBP.JugBug_Character_BaseBP,
0124,dino,Bone Fire Wyvern,/Game/ScorchedEarth/Dinos/Wyvern/Bone_MegaWyvern_Character_BP_Fire.Bone_MegaWyvern_Character_BP_Fire,
0125,dino,Moschops,/Game/PrimalEarth/Dinos/Moschops/Moschops_Character_BP.Moschops_Character_BP,
0126,dino,Gigantopithecus,/Game/PrimalEarth/Dinos/Bigfoot/Bigfoot_Character_BP.Bigfoot_Character_BP,
0127,dino,Zombie Fire Wyvern,/Game/ScorchedEarth/Dinos/Wyvern/Wyvern_Character_BP_ZombieFire.Wyvern_Character_BP_ZombieFire,
0128,dino,Aberrant Cnidaria,/Game/PrimalEarth/Dinos/Cnidaria/Cnidaria_Character_BP_Aberrant.Cnidaria_Character_BP_Aberrant,
0129,dino,Leedsichthys,/Game/PrimalEarth/Dinos/Leedsichthys/Leedsichthys_Character_BP.Leedsichthys_Character_BP,
0130,dino,Ichthyornis,/Game/PrimalEarth/Dinos/Ichthyornis/Ichthyornis_Character_BP.Ichthyornis_Character_BP,
0131,dino,Chalk Golem,/Game/Mods/Valguero/Assets/Dinos/RockGolem/ChalkGolem/ChalkGolem_Character_BP.ChalkGolem_Character_BP,
0132,dino,Aberrant Iguanodon,/Game/PrimalEarth/Dinos/Iguanodon/Iguanodon_Character_BP_Aberrant.Iguanodon_Character_BP_Aberrant,
0133,dino,Aberrant Manta,/Game/PrimalEarth/Dinos/Manta/Manta_Character_BP_Aberrant.Manta_Character_BP_Aberrant,
0134,dino,Super Turkey,/Game/PrimalEarth/Dinos/Dodo/Turkey_Character_BP.Turkey_Character_BP,
0135,dino,Skeletal Bronto,/Game/PrimalEarth/Dinos/Sauropod/Bone_Sauropod_Character_BP.Bone_Sauropod_Character_BP,
0136,dino,Tapejara,/Game/PrimalEarth/Dinos/Tapejara/Tapejara_Character_BP.Tapejara_Character_BP,
0137,dino,Sarco,/Game/PrimalEarth/Dinos/Sarco/Sarco_Character_BP.Sarco_Character_BP,
0138,dino,Corrupted Carnotaurus,/Game/Extinction/Dinos/Corrupt/Carno/Carno_Character_BP_Corrupt.Carno_Character_BP_Corrupt,
0139,dino,Aberrant Otter,/Game/PrimalEarth/Dinos/Otter/Otter_Character_BP_Aberrant.Otter_Character_BP_Aberrant,
0140,dino,Dunkleosteus,/Game/PrimalEarth/Dinos/Dunkleosteus/Dunkle_Character_BP.Dunkle_Character_BP,
0141,dino,Phiomia,/Game/PrimalEarth/Dinos/Phiomia/Phiomia_Character_BP.Phiomia_Character_BP,
0142,dino,Alpha Raptor,/Game/PrimalEarth/Dinos/Raptor/MegaRaptor_Character_BP.MegaRaptor_Character_BP,
0143,dino,Corrupted Chalicotherium,/Game/Extinction/Dinos/Corrupt/Chalicotherium/Chalico_Character_BP_Corrupt.Chalico_Character_BP_Corrupt,
0144,dino,Daeodon,/Game/PrimalEarth/Dinos/Daeodon/Daeodon_Character_BP.Daeodon_Character_BP,
0145,dino,Pteranodon,/Game/PrimalEarth/Dinos/Ptero/Ptero_Character_BP.Ptero_Character_BP,
0146,dino,Aberrant Megalosaurus,/Game/PrimalEarth/Dinos/Megalosaurus/Megalosaurus_Character_BP_Aberrant.Megalosaurus_Character_BP_Aberrant,
0147,dino,Broodmother Lysrix,/Game/PrimalEarth/Dinos/Spider-Large/SpiderL_Character_BP.SpiderL_Character_BP,
0148,dino,Aberrant Piranha,/Game/PrimalEarth/Dinos/Piranha/Piranha_Character_BP_Aberrant.Piranha_Character_BP_Aberrant,
0149,dino,Tek Quetzal,/Game/PrimalEarth/Dinos/Quetzalcoatlus/BionicQuetz_Character_BP.BionicQuetz_Character_BP,
0150,dino,Alpha King Titan,/Game/Extinction/Dinos/KingKaiju/KingKaiju_Character_BP_Alpha.KingKaiju_Character_BP_Alpha,
0151,dino,Paraceratherium,/Game/PrimalEarth/Dinos/Paraceratherium/Paracer_Character_BP.Paracer_Character_BP,
0152,dino,Dilophosaur,/Game/PrimalEarth/Dinos/Dilo/Dilo_Character_BP.Dilo_Character_BP,
0153,dino,Rockwell (Beta),/Game/Aberration/Boss/Rockwell/Rockwell_Character_BP_Medium.Rockwell_Character_BP_Medium,
0154,dino,Carbonemys,/Game/PrimalEarth/Dinos/Turtle/Turtle_Character_BP.Turtle_Character_BP,
0155,dino,Carcharodontosaurus,/Game/PrimalEarth/Dinos/Carcharodontosaurus/Carcha_Character_BP.Carcha_Character_BP,
0156,dino,Tek Stegosaurus,/Game/PrimalEarth/Dinos/Stego/BionicStego_Character_BP.BionicStego_Character_BP,
0157,dino,Aberrant Dodo,/Game/PrimalEarth/Dinos/Dodo/Dodo_Character_BP_Aberrant.Dodo_Character_BP_Aberrant,
0158,dino,GachaClaus,/Game/Extinction/Dinos/Gacha/Gacha_Claus_Character_BP.Gacha_Claus_Character_BP,
0159,dino,Skeletal Giganotosaurus,/Game/PrimalEarth/Dinos/Giganotosaurus/Bone_Gigant_Character_BP.Bone_Gigant_Character_BP,
0160,dino,Aberrant Carnotaurus,/Game/PrimalEarth/Dinos/Carno/Carno_Character_BP_Aberrant.Carno_Character_BP_Aberrant,
0161,dino,Aberrant Araneo,/Game/PrimalEarth/Dinos/Spider-Small/SpiderS_Character_BP_Aberrant.SpiderS_Character_BP_Aberrant,
0162,dino,Yutyrannus,/Game/PrimalEarth/Dinos/Yutyrannus/Yutyrannus_Character_BP.Yutyrannus_Character_BP,
0163,dino,Aberrant Beelzebufo,/Game/PrimalEarth/Dinos/Toad/Toad_Character_BP_Aberrant.Toad_Character_BP_Aberrant,
0164,dino,DodoRex,/Game/PrimalEarth/Dinos/DodoRex/DodoRex_Character_BP.DodoRex_Character_BP,
0165,dino,Zombie Lightning Wyvern,/Game/ScorchedEarth/Dinos/Wyvern/Wyvern_Character_BP_ZombieLightning.Wyvern_Character_BP_ZombieLightning,
0166,dino,Giganotosaurus,/Game/PrimalEarth/Dinos/Giganotosaurus/Gigant_Character_BP.Gigant_Character_BP,
0167,dino,Aberrant Purlovia,/Game/PrimalEarth/Dinos/Purlovia/Purlovia_Character_BP_Aberrant.Purlovia_Character_BP_Aberrant,
0168,dino,Basilisk,/Game/Aberration/Dinos/Basilisk/Basilisk_Character_BP.Basilisk_Character_BP,
0169,dino,Mosasaurus,/Game/PrimalEarth/Dinos/Mosasaurus/Mosa_Character_BP.Mosa_Character_BP,
0170,dino,Oviraptor,/Game/PrimalEarth/Dinos/Oviraptor/Oviraptor_Character_BP.Oviraptor_Character_BP,
0171,dino,Xiphactinus,/Game/ASA/Dinos/Xiphactinus/Dinos/Xiphactinus_Character_BP_ASA.Xiphactinus_Character_BP_ASA,
0172,dino,Aberrant Stegosaurus,/Game/PrimalEarth/Dinos/Stego/Stego_Character_BP_Aberrant.Stego_Character_BP_Aberrant,
0173,dino,Aberrant Paraceratherium,/Game/PrimalEarth/Dinos/Paraceratherium/Paracer_Character_BP_Aberrant.Paracer_Character_BP_Aberrant,
0174,dino,Liopleurodon,/Game/PrimalEarth/Dinos/Liopleurodon/Liopleurodon_Character_BP.Liopleurodon_Character_BP,
0175,dino,Dimorphodon,/Game/PrimalEarth/Dinos/Dimorphodon/Dimorph_Character_BP.Dimorph_Character_BP,
0176,dino,Morellatops,/Game/ScorchedEarth/Dinos/Camelsaurus/camelsaurus_Character_BP.camelsaurus_Character_BP,
0177,dino,Rockwell Tentacle (Gamma),/Game/Aberration/Boss/RockwellTentacle/RockwellTentacle_Character_BP_Gamma.RockwellTentacle_Character_BP_Gamma,
0178,dino,Oil Jug Bug,/Game/ScorchedEarth/Dinos/Jugbug/Jugbug_Oil_Character_BP.Jugbug_Oil_Character_BP,
0179,dino,Castoroides,/Game/PrimalEarth/Dinos/Beaver/Beaver_Character_BP.Beaver_Character_BP,
0180,dino,Meganeura,/Game/PrimalEarth/Dinos/Dragonfly/Dragonfly_Character_BP.Dragonfly_Character_BP,
0181,dino,Troodon,/Game/PrimalEarth/Dinos/Troodon/Troodon_Character_BP.Troodon_Character_BP,
0182,dino,Featherlight,/Game/Aberration/Dinos/LanternBird/LanternBird_Character_BP.LanternBird_Character_BP,
0183,dino,Dreadmare,/Game/ASA/Dinos/DarkPegasus/DarkPegasus_Character_BP.DarkPegasus_Character_BP,
0184,dino,Broodmother Lysrix (Alpha) (The Center),/Game/PrimalEarth/Dinos/Spider-Large/SpiderL_Character_BP_TheCenterHard.SpiderL_Character_BP_TheCenterHard,
0185,dino,Aberrant Ankylosaurus,/Game/PrimalEarth/Dinos/Ankylo/Ankylo_Character_BP_Aberrant.Ankylo_Character_BP_Aberrant,
0186,dino,Mek,/Game/Extinction/Dinos/Mek/Mek_Character_BP.Mek_Character_BP,
0187,dino,Aberrant Megalania,/Game/PrimalEarth/Dinos/Megalania/Megalania_Character_BP_Aberrant.Megalania_Character_BP_Aberrant,
0188,dino,Rock Drake,/Game/Aberration/Dinos/RockDrake/RockDrake_Character_BP.RockDrake_Character_BP,
0189,dino,Diplodocus,/Game/PrimalEarth/Dinos/Diplodocus/Diplodocus_Character_BP.Diplodocus_Character_BP,
0190,dino,Aberrant Parasaur,/Game/PrimalEarth/Dinos/Para/Para_Character_BP_Aberrant.Para_Character_BP_Aberrant,
0191,dino,Cat,/Game/ASA/Dinos/Cat/Cat_Character_BP.Cat_Character_BP,
0192,dino,Diseased Leech,/Game/PrimalEarth/Dinos/Leech/Leech_Character_Diseased.Leech_Character_Diseased,
0193,dino,Otter,/Game/PrimalEarth/Dinos/Otter/Otter_Character_BP.Otter_Character_BP,
0194,dino,Enforcer,/Game/Extinction/Dinos/Enforcer/Enforcer_Character_BP.Enforcer_Character_BP,
0195,dino,Rockwell Tentacle (Alpha),/Game/Aberration/Boss/RockwellTentacle/RockwellTentacle_Character_BP_Alpha.RockwellTentacle_Character_BP_Alpha,
0196,dino,Dinopithecus King,/Game/LostIsland/Boss/BossDinopithecus_Character_BP_Hard.BossDinopithecus_Character_BP_Hard,
0197,dino,Fire Wyvern,/Game/ScorchedEarth/Dinos/Wyvern/Wyvern_Character_BP_Fire.Wyvern_Character_BP_Fire,
0198,dino,Megapithecus (Alpha) (The Center),/Game/PrimalEarth/Dinos/Gorilla/Gorilla_Character_BP_TheCenter_Hard.Gorilla_Character_BP_TheCenter_Hard,
0199,dino,Deinotherium,/Game/ASA/Dinos/Deinotherium/DeinotheriumASA_Character_BP.DeinotheriumASA_Character_BP,
0200,dino,Corrupted Wyvern,/Game/Extinction/Dinos/Corrupt/Wyvern/Wyvern_Character_BP_Fire_Corrupt.Wyvern_Character_BP_Fire_Corrupt,
0201,dino,Manta,/Game/PrimalEarth/Dinos/Manta/Manta_Character_BP.Manta_Character_BP,
0202,dino,Titanoboa,/Game/PrimalEarth/Dinos/BoaFrill/BoaFrill_Character_BP.BoaFrill_Character_BP,
0203,dino,Aberrant Titanoboa,/Game/PrimalEarth/Dinos/BoaFrill/BoaFrill_Character_BP_Aberrant.BoaFrill_Character_BP_Aberrant,
0204,dino,Archaeopteryx,/Game/PrimalEarth/Dinos/Archaeopteryx/Archa_Character_BP.Archa_Character_BP,
0205,dino,Aberrant Lystrosaurus,/Game/PrimalEarth/Dinos/Lystrosaurus/Lystro_Character_BP_Aberrant.Lystro_Character_BP_Aberrant,
0206,dino,Tusoteuthis,/Game/PrimalEarth/Dinos/Tusoteuthis/Tusoteuthis_Character_BP.Tusoteuthis_Character_BP,
0207,dino,Megapithecus (Beta),/Game/PrimalEarth/Dinos/Gorilla/Gorilla_Character_BP_Medium.Gorilla_Character_BP_Medium,
